id,score,rank
4590,0.19874497888966186,1
3159,0.17437946939508547,2
1032,0.1681922668959769,3
4784,0.16789125415248912,4
5668,0.16674477929033676,5
723,0.16169561923398837,6
1175,0.16032608810773863,7
7760,0.15783506655323604,8
4631,0.15311987091917664,9
8328,0.15272940227607631,10
2559,0.15246923044182728,11
1862,0.15244304929641023,12
4318,0.1478989686862316,13
1276,0.14713846381289866,14
2864,0.14707269969186437,15
1415,0.14677811314313313,16
7313,0.1425242122956989,17
3609,0.14050973440706166,18
7834,0.13953749560029846,19
6106,0.1394021400661637,20
5373,0.13877913994524738,21
3978,0.13867783441567538,22
8067,0.13718150196662227,23
3925,0.1367239116870278,24
2242,0.13604105216013987,25
1736,0.1355968191188242,26
470,0.1349026837241775,27
7433,0.13420745030143344,28
467,0.13347596074716273,29
8159,0.13112956198016892,30
9355,0.13086656474677003,31
667,0.13085362490245372,32
6232,0.12987445830381328,33
5670,0.12901082742137718,34
4046,0.12897771625423504,35
7318,0.12852158122179286,36
9590,0.12817845555237234,37
777,0.12787875932566417,38
3476,0.1270604816643342,39
4673,0.12620783601512556,40
8938,0.1261627219800252,41
6491,0.12540122891830013,42
1988,0.12530735308283825,43
4486,0.12459166826801435,44
786,0.12402404276754131,45
674,0.12396260720470909,46
7546,0.123568515700477,47
2615,0.12356684132340631,48
2541,0.12271540240750789,49
5320,0.12182847333120139,50
3581,0.1214284605199869,51
6361,0.12115800569271404,52
5163,0.12087348149187313,53
5852,0.12081333112590548,54
2528,0.12014821508918933,55
7073,0.11987945463894897,56
7036,0.11982703664681121,57
4024,0.11960461514207071,58
2135,0.11906185883858314,59
3016,0.11860403763106714,60
9640,0.1186005787126127,61
2004,0.11798501073910941,62
2419,0.11776422920525303,63
1210,0.11762794094029705,64
1576,0.11713133972736914,65
9335,0.1170955497808302,66
1098,0.11648714487298692,67
5569,0.11606945918255851,68
2890,0.11585851553781248,69
8988,0.11573288485929378,70
8918,0.11495002505134863,71
2846,0.11473139037853278,72
4991,0.1147224581829645,73
8164,0.1145286810186101,74
2747,0.11443008004916247,75
1403,0.11415102152815007,76
7548,0.1140107990494177,77
3916,0.1138060885496491,78
4301,0.11358665211063501,79
3544,0.11351006780559948,80
2358,0.11298958260232472,81
9838,0.11287258006139367,82
4691,0.11283805624573229,83
7221,0.11257184041893248,84
7934,0.11252979204410338,85
7088,0.11206599941122486,86
5627,0.111759352683723,87
3975,0.1115237079600325,88
3798,0.1113963007038768,89
7233,0.11126221829179753,90
6200,0.11122980058102314,91
8333,0.11118476817667661,92
9010,0.11113092597768884,93
8131,0.11111009139689523,94
7350,0.11081211340723585,95
6146,0.11081182264433392,96
7727,0.1107310452865897,97
7466,0.11072715695939919,98
6381,0.11047817202396726,99
513,0.11016624295392312,100
7661,0.10988281884218376,101
245,0.1098149207876324,102
8703,0.10968696634818162,103
5931,0.1092588461812869,104
7810,0.10921290314956586,105
6349,0.10917856765536552,106
2080,0.10863223076122464,107
3589,0.10862834852851203,108
6414,0.10855724745731876,109
2973,0.10846004963947481,110
5374,0.10785775319810273,111
687,0.10779701551575074,112
4032,0.10769559608538143,113
1837,0.10755492581866272,114
5281,0.10748872374001878,115
2106,0.10730569680283955,116
2869,0.10707123128783086,117
3818,0.1068826063604888,118
5790,0.10678604600932623,119
9302,0.10670699059651727,120
6488,0.10664458951241464,121
3270,0.10652107925919915,122
4951,0.10643615562331818,123
3059,0.10570141616376771,124
6569,0.10569849083016311,125
6063,0.10555962380788958,126
334,0.1054980395157385,127
9998,0.10536868134444571,128
348,0.1053105445943271,129
8007,0.10525692655334104,130
8851,0.1051652837806143,131
4149,0.10503726373228933,132
4792,0.10490925844803434,133
2347,0.10461413862753129,134
9104,0.10449511425071652,135
2232,0.10447165308033601,136
4697,0.1044042034384775,137
7698,0.10422203509586045,138
8672,0.10386093203557087,139
8982,0.10368564901311964,140
815,0.10358309028640358,141
2537,0.10348836996905064,142
8337,0.10319609093062315,143
7003,0.10308800832117163,144
4587,0.10305801713537682,145
9443,0.10302318805075333,146
7457,0.10280721617818131,147
5328,0.10279821757965438,148
1281,0.102642934351132,149
6733,0.10242638054961814,150
625,0.10222642804661106,151
805,0.10162445039536272,152
8856,0.10143362354135443,153
4573,0.10134367415988438,154
3454,0.10134300720430922,155
5435,0.10101816861198275,156
4447,0.10098619243389378,157
9012,0.10096977607088187,158
2217,0.10079949948511296,159
4828,0.10077966950750145,160
4153,0.1007769240637666,161
8358,0.10077037833988123,162
2532,0.10073068944748133,163
6624,0.10045963270004109,164
8687,0.10024382991975228,165
475,0.10022121523012517,166
5901,0.10014806350181082,167
6012,0.10013106625083802,168
9063,0.10011526611805491,169
7382,0.10011251013142114,170
7740,0.09991663831035119,171
5107,0.09989811934952111,172
8865,0.09953732897079981,173
697,0.09950216659973399,174
5452,0.099450977669606,175
4858,0.09911398267029414,176
803,0.09908461415212,177
3960,0.09903997066150683,178
6463,0.09896213289860101,179
3128,0.09889847224917114,180
5740,0.09871654326160284,181
7447,0.098686208806686,182
8492,0.09860240635983505,183
371,0.09847940499033986,184
3,0.09817090343490098,185
4977,0.09805692630393394,186
6001,0.09794344582511379,187
4358,0.09756214000002728,188
1856,0.0974351122881752,189
2042,0.09724943449189091,190
1784,0.09719877905810537,191
1327,0.09715849054532867,192
9387,0.09692149822753948,193
7950,0.09691169504604358,194
3813,0.096653898887109,195
2224,0.09655192976293123,196
6406,0.09650182753414796,197
5484,0.09630987691202565,198
3362,0.0962603082196638,199
2933,0.09619302830871637,200
7071,0.0961203333780071,201
4609,0.09607102681036345,202
4527,0.09605136857060906,203
7496,0.0957822412142251,204
4331,0.09568633358044693,205
6857,0.09567969749576634,206
597,0.09560687056218026,207
4086,0.09559812534510531,208
4683,0.09552275518925124,209
347,0.09529037370219118,210
8291,0.09500730030974697,211
9969,0.09499721024427074,212
8599,0.09499031146576598,213
1148,0.09494367624325242,214
1246,0.09479237037956073,215
2577,0.094562970235787,216
8391,0.09454925962182781,217
3462,0.09454027299700364,218
4169,0.0944338550556666,219
6788,0.09428799474187446,220
2623,0.09428006680782725,221
9141,0.09398132352602384,222
4049,0.09388860534320081,223
453,0.09387819054381843,224
2634,0.09373119562562202,225
8667,0.09369374671229097,226
8366,0.09362685411771557,227
4934,0.09356226029411555,228
2078,0.09355168634076783,229
6550,0.09333280245631914,230
6344,0.09327049279396887,231
7223,0.0931244582336765,232
775,0.09296075216345207,233
1580,0.09290561027076116,234
4431,0.09281912575821738,235
5547,0.09272381137903922,236
8557,0.09266571872237545,237
6143,0.09265264997801734,238
4766,0.09264802899216082,239
9061,0.09253119654932873,240
6096,0.09247609481385288,241
6492,0.09243928769988158,242
9212,0.09223102081403578,243
887,0.09211708615279038,244
6661,0.09208498532123416,245
5490,0.09195004139945046,246
6795,0.09194502273198005,247
